TheKey	FName	LName	City	StateProvinceName	Country	BDate	MS	GN	YearlyIncome	UName	TotalChildren	NumberChildrenAtHome	HouseOwnerFlag	NumberCarsOwned
11256	Katelyn	Hernandez	Lynnwood	Washington	United States	1939-03-20	M	F	70000	katelyn42 	4	0	1	2
11257	Jacqueline	Powell	Newport Beach	California	United States	1938-07-06	S	F	120000	jacqueline9 	1	2	1	4
11258	Xavier	Hill	Palo Alto	California	United States	1938-12-26	M	M	120000	xavier26 	1	2	1	4
11259	Victoria	Stewart	Salem	Oregon	United States	1970-09-24	M	F	100000	victoria24 	4	1	1	4
11260	Katelyn	Kelly	Burlingame	California	United States	1976-04-08	M	F	110000	katelyn1 	2	2	1	3
11261	Stephanie	Collins	San Diego	California	United States	1970-10-22	M	F	130000	stephanie52 	1	2	1	1
11262	Jennifer	Simmons	Port Hammond	British Columbia	Canada	1975-05-01	M	F	80000	jennifer88 	4	3	1	0
11263	Trinity	Richardson	Burien	Washington	United States	1970-03-11	M	F	90000	trinity9 	5	5	1	3
11264	Eduardo	Martin	Issaquah	Washington	United States	1969-12-15	S	M	90000	eduardo13 	5	5	0	3
11265	Elizabeth	Jones	Kirkland	Washington	United States	1970-01-10	M	F	90000	elizabeth7 	5	5	1	3
11266	Taylor	Howard	Port Orchard	Washington	United States	1969-11-02	S	F	90000	taylor14 	0	0	0	1
11267	David	Diaz	Burlingame	California	United States	1975-09-29	S	M	120000	david55 	4	2	1	4
11268	Katelyn	Carter	Coronado	California	United States	1969-10-31	M	F	130000	katelyn33 	2	2	1	2
11269	Ryan	Foster	Daly City	California	United States	1975-10-10	M	M	130000	ryan19 	2	2	1	2
11270	Robert	Lee	Lakewood	California	United States	1975-05-01	M	M	130000	robert82 	2	2	1	3
11271	Danielle	Reed	San Francisco	California	United States	1969-12-03	S	F	150000	danielle23 	2	0	0	4
11272	Lauren	Martinez	Beverly Hills	California	United States	1962-05-10	S	F	70000	lauren35 	4	3	1	0
11273	Nathan	Lal	La Jolla	California	United States	1962-03-31	M	M	90000	nathan26 	2	1	1	0
11274	Kyle	Foster	Bellingham	Washington	United States	1939-10-10	M	M	50000	kyle11 	2	0	1	2
11275	Jenny	Rai	Colma	California	United States	1939-07-18	M	F	80000	jenny40 	4	0	1	2
11276	Nancy	Chapman	Cliffside	British Columbia	Canada	1974-09-15	M	F	80000	nancy7 	4	3	1	2
11277	Charles	Jackson	Royal Oak	British Columbia	Canada	1968-12-07	M	M	80000	charles15 	4	3	1	2
11278	Jonathan	Phillips	Edmonds	Washington	United States	1969-02-16	S	M	90000	jonathan35 	0	0	0	1
11279	Amanda	Cook	Everett	Washington	United States	1974-09-08	M	F	90000	amanda3 	0	0	1	1
11280	Robert	Collins	Lynnwood	Washington	United States	1969-02-17	M	M	90000	robert45 	0	0	1	1
11281	Megan	Barnes	Burbank	California	United States	1974-10-06	S	F	110000	megan53 	4	2	1	4
11282	Christian	Thomas	Burien	Washington	United States	1967-07-16	M	M	90000	christian46 	5	4	1	4
11283	Arturo	Lal	Berkeley	California	United States	1968-04-24	M	M	110000	arturo33 	1	3	1	2
11284	Theresa	Serrano	Chula Vista	California	United States	1967-09-24	M	F	110000	theresa12 	1	3	1	2
11285	Jeremy	Anderson	Fremont	California	United States	1973-03-15	M	M	120000	jeremy2 	1	3	0	4
11286	Hunter	Griffin	Torrance	California	United States	1967-08-31	M	M	170000	hunter16 	0	0	1	4
11287	Henry	Garcia	Cliffside	British Columbia	Canada	1966-07-16	M	M	70000	henry16 	5	4	0	3
11288	Cindy	Sanchez	Burbank	California	United States	1978-03-12	M	F	110000	cindy19 	1	3	1	3
11289	Maria	Carter	Downey	California	United States	1972-03-03	M	F	130000	maria53 	1	3	1	1
11290	Katelyn	Sanchez	Lakewood	California	United States	1972-08-14	M	F	130000	katelyn26 	1	3	1	3
11291	Jenna	Wright	Lemon Grove	California	United States	1972-05-01	M	F	130000	jenna19 	1	3	1	3
11292	Seth	Phillips	San Gabriel	California	United States	1967-05-05	S	M	150000	seth42 	1	2	0	3
11293	Luke	Long	Port Orchard	Washington	United States	1960-11-23	S	M	60000	luke28 	2	0	0	2
11294	Dalton	Clark	Issaquah	Washington	United States	1961-03-02	M	M	60000	dalton18 	2	0	0	2
11295	Taylor	Lewis	Concord	California	United States	1959-11-13	S	F	80000	taylor67 	2	0	1	2
11296	Haley	Richardson	Everett	Washington	United States	1941-04-05	S	F	50000	haley10 	2	0	1	2
11297	Noah	Coleman	Burbank	California	United States	1940-08-01	S	M	70000	noah2 	4	0	1	2
11298	Jon	Luo	Chula Vista	California	United States	1940-08-30	M	M	70000	jon46 	4	0	1	2
11299	Orlando	Vazquez	Burbank	California	United States	1941-09-29	M	M	70000	orlando14 	4	0	1	2
11300	Fernando	Barnes	N. Vancouver	British Columbia	Canada	1965-08-31	M	M	80000	fernando47 	5	4	0	3
11301	Cameron	Rodriguez	Ballard	Washington	United States	1965-12-07	M	M	80000	cameron38 	5	4	1	4
11302	Spencer	Russell	Corvallis	Oregon	United States	1971-12-09	S	M	90000	spencer22 	4	3	0	3
11303	Julia	Coleman	Edmonds	Washington	United States	1966-04-10	S	F	90000	julia72 	4	3	0	3
11304	Julia	Garcia	Portland	Oregon	United States	1971-03-14	M	F	100000	julia38 	0	3	1	0
11305	Sean	Evans	Chula Vista	California	United States	1965-12-17	M	M	110000	sean31 	3	3	0	4
11306	Micah	Zhou	Coronado	California	United States	1965-12-20	M	M	110000	micah19 	3	3	0	4
11307	Hunter	Rodriguez	Daly City	California	United States	1965-10-31	M	M	80000	hunter53 	2	0	1	2
11308	Ian	Gonzales	Oregon City	Oregon	United States	1959-09-02	M	M	60000	ian57 	2	0	0	2
11309	Victoria	Lewis	Beaverton	Oregon	United States	1959-12-10	S	F	60000	victoria20 	2	0	1	2
11310	Erin	Sanders	San Francisco	California	United States	1964-07-05	S	F	70000	erin7 	3	0	1	2
11311	Gabrielle	Lopez	Lynnwood	Washington	United States	1959-02-21	S	F	70000	gabrielle63 	3	0	0	2
11312	Sara	Richardson	Lynnwood	Washington	United States	1958-10-01	S	F	70000	sara10 	3	0	1	2
11313	Trevor	Jenkins	Port Orchard	Washington	United States	1958-08-27	S	M	70000	trevor6 	3	0	1	2
11314	Mya	Flores	Issaquah	Washington	United States	1970-06-16	S	F	70000	mya13 	3	0	0	2
11315	Hailey	Ward	Port Orchard	Washington	United States	1959-03-31	S	F	70000	hailey12 	3	0	0	2
11316	Luke	Allen	Langford	British Columbia	Canada	1959-05-17	M	M	60000	luke52 	3	0	1	2
11317	Victoria	Russell	Salem	Oregon	United States	1963-09-14	S	F	40000	victoria66 	3	0	0	2
11318	Jessica	Wilson	Edmonds	Washington	United States	1958-04-25	S	F	40000	jessica54 	3	0	0	2
11319	Jade	Bailey	Oakland	California	United States	1948-04-23	M	F	70000	jade13 	4	0	0	2
11320	Morgan	Hill	Glendale	California	United States	1942-12-24	M	F	80000	morgan19 	4	0	1	2
11321	Terrance	Raman	Burien	Washington	United States	1944-01-05	M	M	90000	terrance9 	5	0	1	2
11322	Sydney	Garcia	Bremerton	Washington	United States	1943-09-12	M	F	90000	sydney78 	5	0	1	2
11323	Jose	Patterson	Daly City	California	United States	1943-12-18	S	M	120000	jose33 	2	4	1	3
11324	Zachary	Anderson	Glendale	California	United States	1944-11-10	M	M	90000	zachary39 	5	0	1	2
11325	Elijah	Ross	Seattle	Washington	United States	1944-12-29	S	M	90000	elijah7 	5	0	1	2
11326	Rafael	Xie	Beverly Hills	California	United States	1944-12-23	M	M	130000	rafael26 	2	3	1	4
11327	Jaime	Moreno	Burbank	California	United States	1945-09-01	M	M	90000	jaime48 	5	0	1	2
11328	Julian	Griffin	Newton	British Columbia	Canada	1945-06-30	M	M	90000	julian20 	5	0	1	2
11329	Andy	Alvarez	Concord	California	United States	1946-01-22	S	M	90000	andy9 	5	0	1	2
11330	Ryan	Thompson	Oak Bay	British Columbia	Canada	1945-11-10	M	M	110000	ryan38 	2	4	1	1
11331	Samantha	Jenkins	Shawnee	British Columbia	Canada	1974-01-03	M	F	90000	samantha32 	4	4	1	2
11332	Deanna	Ramos	Berlin	Nordrhein-Westfalen	Germany	1968-04-02	S	F	10000	deanna44 	1	0	1	0
11333	Emily	Miller	Newcastle upon Tyne	England	United Kingdom	1968-01-07	M	F	20000	emily6 	1	0	1	0
11334	Nicole	Brown	Stoke-on-Trent	England	United Kingdom	1966-09-19	M	F	10000	nicole4 	1	0	1	0
11335	Carla	Raman	Hof	Bayern	Germany	1977-12-18	M	F	10000	carla14 	1	0	1	0
11336	Shaun	Raji	Paris	Seine (Paris)	France	1973-03-08	M	M	20000	shaun21 	1	0	1	0
11337	Jerome	Romero	Watford	England	United Kingdom	1967-03-21	M	M	10000	jerome7 	1	0	1	0
11338	Frank	Navarro	Bonn	Nordrhein-Westfalen	Germany	1972-08-06	M	M	20000	frank17 	1	0	1	0
11339	Dennis	She	Paris	Seine (Paris)	France	1967-01-05	S	M	20000	dennis25 	1	0	1	0
11340	Melody	Munoz	Paris	Seine (Paris)	France	1947-04-03	M	F	10000	melody8 	1	0	1	0
11341	Randy	Zeng	Cheltenham	England	United Kingdom	1942-02-18	M	M	20000	randy24 	1	0	1	0
11342	Marshall	Wang	Boulogne-sur-Mer	Pas de Calais	France	1973-03-07	M	M	30000	marshall0 	5	0	1	0
11343	Arthur	Carlson	Oxon	England	United Kingdom	1975-03-09	M	M	10000	arthur41 	1	0	1	0
11344	Jessie	Jimenez	Oxford	England	United Kingdom	1963-01-21	M	F	10000	jessie3 	1	0	1	0
11345	Robin	Ramos	Tremblay-en-France	Seine Saint Denis	France	1962-09-09	S	F	10000	robin13 	1	0	1	0
11346	Deanna	Gutierrez	Paris	Seine (Paris)	France	1966-05-18	S	F	10000	deanna37 	2	0	1	1
11347	Roy	Navarro	Braunschweig	Nordrhein-Westfalen	Germany	1972-06-17	M	M	10000	roy30 	2	0	1	1
11348	Shawn	Rai	Paderborn	Hamburg	Germany	1961-03-21	M	M	10000	shawn19 	2	0	1	1
11349	Mindy	Luo	München	Hessen	Germany	1965-08-30	M	F	10000	mindy10 	2	0	1	1
11350	Cara	Zhou	Peterborough	England	United Kingdom	1942-07-14	M	F	30000	cara5 	1	0	1	0
11351	Anne	Ramos	London	England	United Kingdom	1950-04-02	S	F	20000	anne19 	1	0	1	0
11352	Raymond	Rodriguez	Pantin	Seine Saint Denis	France	1945-09-04	M	M	10000	raymond20 	2	0	1	1
11353	Carrie	Ortega	Warrington	England	United Kingdom	1946-12-09	S	F	30000	carrie19 	1	0	1	0
11354	Deanna	Suarez	Grevenbroich	Bayern	Germany	1947-08-23	M	F	20000	deanna45 	1	0	1	0
11355	Roberto	Gutierrez	Wokingham	England	United Kingdom	1948-06-26	M	M	40000	roberto11 	1	0	1	0
11356	Terrence	Carson	Lavender Bay	New South Wales	Australia	1985-11-24	S	M	10000	terrence15 	0	0	0	1
11357	Ramon	Ye	Caloundra	Queensland	Australia	1984-09-19	S	M	10000	ramon9 	0	0	0	1
11358	Cynthia	Malhotra	Coffs Harbour	New South Wales	Australia	1984-05-10	S	F	10000	cynthia9 	0	0	0	1
11359	Jarrod	Prasad	Malabar	New South Wales	Australia	1984-03-03	S	M	10000	jarrod9 	0	0	0	1
11360	Tyrone	Serrano	Rockhampton	Queensland	Australia	1984-01-30	S	M	10000	tyrone15 	0	0	1	1
11361	Cindy	Ramos	Newcastle	New South Wales	Australia	1982-10-26	M	F	10000	cindy22 	0	0	1	2
11362	Damien	Shan	Cranbourne	Victoria	Australia	1983-05-11	M	M	10000	damien26 	0	0	0	2
11363	Julian	Ross	Melbourne	Victoria	Australia	1983-04-19	S	M	10000	julian5 	0	0	0	2
11364	Jennifer	Collins	Geelong	Victoria	Australia	1985-03-22	S	F	10000	jennifer6 	1	1	0	0
11365	Brittney	Sun	Findon	South Australia	Australia	1984-12-06	S	F	10000	brittney12 	1	1	0	0
11366	Virginia	Patel	Seaford	Victoria	Australia	1985-04-23	M	F	20000	virginia4 	0	0	1	0
11367	Calvin	Nara	North Sydney	New South Wales	Australia	1984-08-21	M	M	20000	calvin15 	0	0	1	0
11368	Edward	Miller	Rockhampton	Queensland	Australia	1984-05-24	S	M	10000	edward28 	1	1	0	0
11369	Ashlee	Tang	Findon	South Australia	Australia	1984-02-01	M	F	20000	ashlee11 	0	0	0	0
11370	Alicia	Xu	South Melbourne	Victoria	Australia	1983-09-29	M	F	20000	alicia3 	0	0	1	0
11371	Lacey	Jai	Rockhampton	Queensland	Australia	1983-11-24	M	F	20000	lacey1 	0	0	1	0
11372	Wendy	Romero	Brisbane	Queensland	Australia	1983-11-12	S	F	20000	wendy8 	0	0	1	0
11373	Carly	Luo	Salzgitter	Hessen	Germany	1954-09-16	M	F	30000	carly5 	1	0	1	0
11374	Jimmy	Ortega	Werne	Nordrhein-Westfalen	Germany	1948-12-25	S	M	30000	jimmy26 	1	0	1	0
11375	Francisco	Martinez	High Wycombe	England	United Kingdom	1948-11-05	M	M	30000	francisco19 	1	0	1	0
11376	Lance	Vazquez	Liverpool	England	United Kingdom	1948-12-07	S	M	40000	lance14 	1	0	1	0
11377	David	Robinett	Solingen	Nordrhein-Westfalen	Germany	1966-08-23	M	M	30000	david22 	4	0	1	0
11378	Shannon	Liang	Metz	Moselle	France	1965-11-19	S	F	10000	shannon15 	1	1	0	1
11379	Gary	Vazquez	Boulogne-Billancourt	Hauts de Seine	France	1976-05-13	M	M	10000	gary25 	1	1	1	1
11380	Mitchell	Kumar	Saarlouis	Saarland	Germany	1964-08-29	S	M	20000	mitchell7 	2	0	1	1
11381	Meredith	Raman	London	England	United Kingdom	1970-08-18	M	F	20000	meredith11 	2	0	1	1
11382	Edward	Patterson	Roubaix	Nord	France	1974-07-15	M	M	20000	edward59 	2	0	1	1
11383	Marie	Gill	Roissy en Brie	Seine et Marne	France	1966-02-25	M	F	30000	marie37 	3	0	1	0
11384	Tiffany	Wang	Les Ulis	Essonne	France	1971-10-13	M	F	30000	tiffany1 	3	0	1	0
11385	Miguel	Allen	York	England	United Kingdom	1971-08-08	S	M	30000	miguel24 	3	0	1	0
11386	Jaclyn	Cai	Darmstadt	Hessen	Germany	1971-11-02	M	F	30000	jaclyn22 	3	0	1	0
11387	Megan	Ramirez	Gateshead	England	United Kingdom	1964-11-29	S	F	40000	megan44 	3	0	1	0
11388	Joseph	Martin	York	England	United Kingdom	1965-01-20	M	M	40000	joseph21 	3	0	1	0
11389	Karl	Shan	Duesseldorf	Hessen	Germany	1981-04-20	S	M	10000	karl11 	1	1	0	1
11390	Christine	Raji	Saint Germain en Laye	Yveline	France	1976-04-17	S	F	10000	christine16 	1	1	0	1
11391	Lindsay	Xie	Salzgitter	Hessen	Germany	1976-06-25	S	F	10000	lindsay3 	2	2	1	0
11392	Willie	Zhao	Frankfurt	Hessen	Germany	1981-02-03	S	M	10000	willie8 	2	2	1	0
11393	Kurt	Pal	Saint Ouen	Loir et Cher	France	1974-07-17	S	M	10000	kurt12 	2	2	1	0
11394	George	McDonald	Milton Keynes	England	United Kingdom	1975-04-22	S	M	10000	george13 	2	2	1	0
11395	Beth	Gutierrez	Frankfurt	Bayern	Germany	1976-04-16	S	F	30000	beth13 	0	0	1	0
11396	Ian	Lopez	Saarlouis	Saarland	Germany	1975-04-04	M	M	10000	ian27 	2	2	0	1
11397	Latoya	Shan	Paris	Seine (Paris)	France	1974-12-02	S	F	20000	latoya9 	0	0	0	1
11398	Colin	Nath	Newcastle upon Tyne	England	United Kingdom	1975-03-09	S	M	30000	colin41 	0	0	1	0
11399	Brenda	Mehta	Paris	Seine (Paris)	France	1975-02-01	S	F	30000	brenda17 	1	0	1	0
11400	Franklin	Raji	London	England	United Kingdom	1980-04-15	S	M	40000	franklin38 	0	0	1	0
11401	Linda	Navarro	Paris	Seine (Paris)	France	1975-02-23	M	F	40000	linda25 	0	0	1	0
11402	Kelli	Cai	Orleans	Loiret	France	1975-05-20	M	F	40000	kelli21 	0	0	1	0
11403	Nancy	Schmidt	Saint Ouen	Charente-Maritime	France	1980-01-06	S	F	40000	nancy13 	0	0	1	0
11404	Megan	Taylor	Kassel	Hessen	Germany	1957-06-30	S	F	10000	megan12 	3	0	0	2
11405	Bonnie	Goel	Bonn	Hamburg	Germany	1957-08-16	S	F	10000	bonnie25 	3	0	0	2
11406	Latoya	Xu	Paris	Seine (Paris)	France	1957-12-31	M	F	20000	latoya4 	2	0	1	1
11407	Mario	She	Münster	Saarland	Germany	1957-09-30	M	M	20000	mario0 	2	0	1	1
11408	Darren	Gill	London	England	United Kingdom	1964-05-10	M	M	10000	darren36 	2	1	0	2
11409	Jacqueline	Hayes	Saint Germain en Laye	Yveline	France	1979-03-02	S	F	10000	jacqueline23 	2	2	1	1
11410	Maurice	Goel	Paris	Seine (Paris)	France	1974-02-22	M	M	20000	maurice20 	1	1	1	0
11411	Devin	Ross	Ingolstadt	Bayern	Germany	1959-08-12	M	M	80000	devin69 	3	2	0	1
11412	Sydney	Bryant	Ingolstadt	Bayern	Germany	1959-10-07	S	F	80000	sydney40 	4	2	1	1
11413	Megan	Stewart	Gateshead	England	United Kingdom	1959-10-13	M	F	80000	megan27 	4	2	0	1
11414	Ian	Richardson	Kirkby	England	United Kingdom	1959-09-15	S	M	80000	ian76 	4	2	1	1
11415	Randy	She	Darmstadt	Hessen	Germany	1949-12-03	S	M	90000	randy25 	5	0	0	2
11416	Katrina	Becker	Croix	Nord	France	1950-09-16	M	F	60000	katrina19 	3	1	1	4
11417	Lacey	Zheng	Pantin	Seine Saint Denis	France	1950-08-26	M	F	70000	lacey32 	5	1	1	2
11418	Rafael	Hu	Paderborn	Nordrhein-Westfalen	Germany	1950-08-09	S	M	90000	rafael20 	5	0	0	2
11419	Kyle	Scott	Watford	England	United Kingdom	1950-08-18	M	M	150000	kyle43 	3	4	1	4
11420	Jordan	Turner	Roubaix	Nord	France	1952-01-09	M	M	100000	jordan59 	2	3	1	4
11421	Amy	Sun	Offenbach	Saarland	Germany	1952-01-16	M	F	110000	amy19 	3	4	1	4
11422	Dustin	Deng	Liverpool	England	United Kingdom	1952-02-29	M	M	170000	dustin1 	4	4	1	3
11423	Jasmine	Stewart	Hamburg	Hamburg	Germany	1960-05-04	M	F	80000	jasmine22 	4	2	0	1
11424	Pamela	Garcia	Berlin	Saarland	Germany	1964-12-03	M	F	80000	pamela18 	4	2	1	2
11425	Ariana	Gray	Metz	Moselle	France	1965-08-02	M	F	90000	ariana5 	4	2	1	2
11426	Kristopher	Mehta	Braunschweig	Nordrhein-Westfalen	Germany	1959-04-01	M	M	110000	kristopher12 	3	4	1	4
11427	Desiree	Dominguez	Kiel	Saarland	Germany	1959-06-17	M	F	110000	desiree9 	2	5	1	2
11428	Deanna	Perez	Poing	Saarland	Germany	1959-02-19	S	F	120000	deanna24 	2	5	1	2
11429	Marco	Lopez	Sèvres	Hauts de Seine	France	1958-01-13	M	M	80000	marco17 	4	1	1	2
11430	Casey	Yuan	Bottrop	Nordrhein-Westfalen	Germany	1957-09-21	M	F	90000	casey7 	4	1	1	2
11431	Bryant	Garcia	Hof	Bayern	Germany	1974-10-20	M	M	110000	bryant14 	4	5	1	2
11432	Dominique	Prasad	Roissy en Brie	Seine et Marne	France	1957-03-10	M	F	80000	dominique7 	4	2	1	2
11433	Maurice	Shan	Tremblay-en-France	Seine Saint Denis	France	1957-03-01	M	M	80000	maurice11 	5	2	0	2
11434	Andre	Lopez	West Sussex	England	United Kingdom	1962-05-02	M	M	170000	andre16 	5	5	1	4
11435	Robin	Romero	Kiel	Saarland	Germany	1955-09-03	S	F	100000	robin5 	3	4	1	4
11436	Taylor	Cox	Watford	England	United Kingdom	1956-03-17	M	F	160000	taylor13 	3	5	0	4
11437	Alfredo	Moreno	Villeneuve-d'Ascq	Nord	France	1955-06-16	M	M	90000	alfredo7 	4	1	1	3
11438	Jenny	Nara	Werne	Nordrhein-Westfalen	Germany	1955-04-13	M	F	130000	jenny39 	4	5	1	4
11439	Janet	Munoz	Paris La Defense	Hauts de Seine	France	1953-11-14	M	F	90000	janet12 	4	1	0	3
11440	Sergio	Weber	Lille	Nord	France	1953-03-26	M	M	80000	sergio4 	5	0	0	2
11441	Erika	Gomez	Paris	Seine (Paris)	France	1952-12-09	M	F	90000	erika0 	5	0	0	2
11442	Joseph	Harris	Tremblay-en-France	Seine Saint Denis	France	1953-05-13	M	M	90000	joseph20 	5	0	1	2
11443	Grace	Griffin	Hobart	Tasmania	Australia	1981-11-19	S	F	60000	grace67 	0	0	0	4
11444	Tina	Mehta	Bendigo	Victoria	Australia	1981-10-26	M	F	70000	tina15 	0	0	1	3
11445	Kari	Kim	Silverwater	New South Wales	Australia	1980-01-18	S	F	70000	kari3 	0	0	0	3
11446	Bethany	Chander	Lane Cove	New South Wales	Australia	1980-02-09	S	F	70000	bethany19 	0	0	0	3
11447	Jennifer	Roberts	Hervey Bay	Queensland	Australia	1980-02-13	M	F	70000	jennifer15 	0	0	1	4
11448	Kyle	Patterson	Melbourne	Victoria	Australia	1980-10-25	S	M	80000	kyle5 	0	0	1	3
11449	Alvin	Hu	Seaford	Victoria	Australia	1980-08-01	M	M	80000	alvin19 	0	0	1	3
11450	Brett	Mehta	Cloverdale	South Australia	Australia	1981-05-11	S	M	130000	brett13 	4	5	1	4
11451	Ruben	Muñoz	Newcastle	New South Wales	Australia	1980-05-08	S	M	70000	ruben30 	0	0	0	4
11452	Erika	Rubio	Caloundra	Queensland	Australia	1979-05-05	S	F	80000	erika18 	0	0	0	3
11453	Stanley	Malhotra	Hobart	Tasmania	Australia	1984-08-17	S	M	80000	stanley5 	0	0	0	3
11454	Melinda	Navarro	Melbourne	Victoria	Australia	1979-10-20	S	F	80000	melinda5 	0	0	0	3
11455	Ross	Sanz	Melton	Victoria	Australia	1979-10-19	M	M	100000	ross38 	0	5	1	2
11456	Jon	Gao	St. Leonards	New South Wales	Australia	1980-01-05	M	M	120000	jon35 	5	5	1	4
11457	Jaime	Gutierrez	Wollongong	New South Wales	Australia	1978-11-18	M	F	90000	jaime12 	0	0	1	3
11458	Bianca	Liu	Springwood	New South Wales	Australia	1978-10-03	M	F	100000	bianca3 	0	5	1	2
11459	Tasha	Deng	Port Macquarie	New South Wales	Australia	1978-04-12	S	F	80000	tasha1 	0	0	0	3
11460	Melvin	Chande	Cranbourne	Victoria	Australia	1983-10-04	S	M	90000	melvin13 	0	0	0	3
11461	Victor	Jimenez	Lavender Bay	New South Wales	Australia	1977-09-22	S	M	90000	victor7 	0	0	0	3
11462	Laura	Lin	Matraville	New South Wales	Australia	1977-07-18	M	F	110000	laura14 	0	5	1	4
11463	Alisha	Beck	Cloverdale	South Australia	Australia	1977-09-09	M	F	110000	alisha45 	0	5	0	4
11464	Alejandro	Huang	South Melbourne	Victoria	Australia	1977-05-15	M	M	90000	alejandro8 	0	0	1	4
11465	Louis	Luo	Gold Coast	Queensland	Australia	1976-08-18	M	M	90000	louis23 	0	0	0	4
11466	Grant	Tang	Lavender Bay	New South Wales	Australia	1977-01-30	M	M	150000	grant6 	0	5	1	4
11467	Arturo	Zheng	St. Leonards	New South Wales	Australia	1975-04-06	M	M	170000	arturo21 	1	5	1	4
11468	Jaclyn	Andersen	York	England	United Kingdom	1980-12-15	M	F	40000	jaclyn37 	1	1	1	0
11469	Edwin	Raji	York	England	United Kingdom	1978-10-14	S	M	10000	edwin44 	0	0	0	2
11470	Jay	Suarez	Stuttgart	Saarland	Germany	1979-03-25	S	M	20000	jay49 	0	0	0	2
11471	Latasha	Suarez	Chatou	Yveline	France	1979-03-25	S	F	30000	latasha19 	0	0	1	1
11472	Kenneth	Kumar	Hawthorne	Queensland	Australia	1968-09-30	S	M	60000	kenneth7 	3	2	1	2
11473	Grace	Henderson	Drancy	Seine Saint Denis	France	1986-01-30	S	F	20000	grace52 	0	0	0	2
11474	Melvin	Xu	Peterborough	England	United Kingdom	1985-08-21	S	M	20000	melvin5 	0	0	1	2
11475	Cesar	Subram	London	England	United Kingdom	1984-04-07	S	M	30000	cesar12 	0	0	0	1
11476	Erika	Navarro	Kirkby	England	United Kingdom	1980-05-16	M	F	40000	erika7 	1	1	1	0
11477	Tristan	Hughes	Darmstadt	Hessen	Germany	1984-06-21	S	M	30000	tristan12 	0	0	0	1
11478	Billy	Hernandez	Sèvres	Hauts de Seine	France	1984-02-22	S	M	30000	billy5 	0	0	0	1
11479	Darryl	Wu	Saint Ouen	Loir et Cher	France	1978-10-20	M	M	40000	darryl6 	1	1	1	0
11480	Colleen	Ma	Tremblay-en-France	Seine Saint Denis	France	1984-03-07	M	F	40000	colleen16 	1	1	1	0
11481	Erica	Hu	Braunschweig	Nordrhein-Westfalen	Germany	1978-11-20	M	F	40000	erica19 	1	1	1	0
11482	Adrienne	Torres	Warrington	England	United Kingdom	1978-01-16	S	F	30000	adrienne8 	0	0	0	1
11483	Calvin	Chande	Paris	Seine (Paris)	France	1983-05-19	M	M	40000	calvin13 	1	1	1	1
11484	Erick	Sai	Neunkirchen	Saarland	Germany	1983-03-03	S	M	40000	erick5 	2	2	1	0
11485	Donald	Chandra	Esher-Molesey	England	United Kingdom	1978-02-04	M	M	40000	donald4 	2	2	0	0
11486	Ariana	Rogers	Erlangen	Bayern	Germany	1982-05-21	S	F	10000	ariana17 	0	0	1	2
11487	Morgan	Jones	Dunkerque	Nord	France	1977-01-05	S	F	10000	morgan26 	0	0	0	2
11488	Jermaine	Lopez	London	England	United Kingdom	1977-03-20	S	M	20000	jermaine15 	0	0	1	2
11489	Deborah	Goel	Oxford	England	United Kingdom	1976-09-03	S	F	20000	deborah21 	0	0	0	2
11490	Danny	Rubio	Paris La Defense	Hauts de Seine	France	1976-07-05	S	M	20000	danny22 	0	0	0	2
11491	Andre	Perez	London	England	United Kingdom	1982-04-02	M	M	20000	andre20 	0	0	0	2
11492	Terrence	Chander	Eilenburg	Brandenburg	Germany	1982-11-15	S	M	30000	terrence16 	0	0	0	1
